待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
房龄新 满五 电梯房 朝南 刚需小三居 装修好,3室,2厅,1卫,109.62,㎡,南,低层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,人气热搜,",156,万,14231,元/㎡
厨卫全明 玄关入户 大户型 京能·雍清丽苑二期 欢迎联系看房,3室,2厅,1卫,95,㎡,南北,,,京能·雍清丽苑二期,武清,杨村街,杨村一中西侧，光明道与新安路交口,"低容积,",194.8,万,20500,元/㎡
业主急售好房！出门就 光明 枫丹天城 南北通透3居 好楼层,3室,2厅,1卫,96.37,㎡,南,低层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",158,万,16396,元/㎡
翠亨花园北里 高楼层视野无遮挡 满五 出行方便 超低密度,3室,2厅,1卫,117.41,㎡,南,高层(共6层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南,满五年,人气热搜,",130,万,11073,元/㎡
富力尚悦居 朝南 楼层好 精装修 刚需小三居 房龄新 有电梯,3室,2厅,1卫,91.21,㎡,南,中层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",128,万,14034,元/㎡
国企开发 南北通透 玄关入户 大户型 中建国贤府 无中介费随时看,3室,2厅,2卫,99,㎡,南,,,中建国贤府,武清,杨村街,来源道与新安路交口,"卧室全朝南,南北通透,三房朝南,低容积,",188.1,万,19000,元/㎡
香雍玖和 次新小区 高绿化 朝南 刚需小三居 满二 超低密度,3室,2厅,1卫,100,㎡,南,高层(共24层),2021年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南,满二年,绿化率高,多人关注,",125,万,12500,元/㎡
十一中 经纬二期 三居双卫 中高楼层 采光好 满两年,3室,2厅,2卫,120.94,㎡,南,高层(共27层),2023年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南,满二年,车位充足,多人关注,",125,万,10336,元/㎡
正荣新上 通透H户型 明厨明卫 电梯6楼 不临街 随时看房,2室,1厅,1卫,85,㎡,南北,低层(共26层),2015年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南北,满五年,绿化率高,多人关注,",135,万,15883,元/㎡
大型社区 玄关入户 自持物业 无中介费随时看,3室,2厅,2卫,107,㎡,南北,,,龙湖金科雍鑫春江天玺,武清,杨村街,新兴道与浩源道交口,"低容积,",135,万,12617,元/㎡
精装未住~中建壹方九里宸澜华庭 高楼层大两居 11中，13小,2室,2厅,1卫,84,㎡,南北,高层(共11层),2020年建造,中建壹方九里宸澜华庭,武清,杨村街,光明道,"南北,满二年,次新房,",125,万,14881,元/㎡
高楼层采光充足 小区新 满五   带电梯 南向采光好,2室,2厅,1卫,81.42,㎡,南,高层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",125,万,15353,元/㎡
盛庭名景花园 板楼 商业配套成熟 精装可拎包入住 南北通透,2室,2厅,1卫,91.2,㎡,南北,低层(共28层),2019年建造,盛庭名景花园,北辰,瑞景街,"辰景路,近新园路","南北通透,随时可看,",138,万,15132,元/㎡
楼层好 有电梯 房龄新 大两居 精装好房 南北通透,2室,2厅,1卫,87.32,㎡,南北,中层(共17层),2016年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,",135,万,15461,元/㎡
高绿化率 客餐厅相连 低单价 欢迎联系看房,3室,2厅,2卫,105,㎡,南北,,,新城悦隽年华,武清,下朱庄街,文汇路与致远道交口,"低容积,",137,万,13048,元/㎡
雍鑫红星华府 精装可拎包入住 次新小区 刚需两居,2室,2厅,1卫,86,㎡,南北,中层(共16层),2019年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,次新房,",140,万,16280,元/㎡
婚房两居 万科装修  户型方正 拎包入住,2室,1厅,1卫,89.26,㎡,南北,中层(共27层),2018年建造,翡翠嘉和,西青,中北,星光路67号,"南北,房东直卖,绿化率高,多人关注,",164,万,18374,元/㎡
雍鑫金科集美雍阳 次新房 满二 密度低 南北通透 电梯房,2室,2厅,1卫,88,㎡,南北,中层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",136,万,15455,元/㎡
高绿化率 客餐厅相连 低总价 欢迎联系看房,3室,2厅,1卫,89,㎡,南北,,,新城悦隽年华,武清,下朱庄街,文汇路与致远道交口,"低容积,",113,万,12697,元/㎡
杨村街 板楼 大两居 南北通透 精装修 70年产权,2室,2厅,1卫,81,㎡,南北,低层(共32层),2014年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南北,满五年,户型方正,",133,万,16420,元/㎡
新房未住，精装洋房，可以圈院子，价格可谈，随时看房,3室,2厅,1卫,100,㎡,南北,低层(共7层),2021年建造,天铂澜园,滨海新区,滨海城区,荣盛路,"南北,热门小区,公摊小,价格优惠,",120,万,12000,元/㎡
雍鑫金科集美雍阳 高楼层视野无遮挡 带电梯 南北通透 满二,2室,2厅,1卫,88,㎡,南北,高层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",145,万,16478,元/㎡
荔城公馆 满五 房龄新 有电梯 装修好 大两房,2室,2厅,1卫,83.46,㎡,南,低层(共18层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",139,万,16655,元/㎡
保利锦上,2室,2厅,1卫,85,㎡,南,,,保利锦上,武清,杨村街,振华西道与建设路交口西侧,"购物中心,高绿化率,",173,万,20353,元/㎡
保利海棠湾 带电梯 满五   大两房 南北通透,2室,2厅,1卫,80,㎡,南北,中层(共24层),2012年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南北,满五年,",125,万,15625,元/㎡
杨村街 大两居 楼龄新 南北通透 满五   超低密度,2室,2厅,1卫,86,㎡,南北,低层(共6层),2014年建造,金都花园(武清),武清,杨村街,"光明道,近翠源路","南北,满五年,",125,万,14535,元/㎡
枫丹天城 商圈成熟 带电梯 满五   小区新 朝南,2室,2厅,0卫,81.77,㎡,南,高层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",120,万,14676,元/㎡
国企开发 客餐厅相连 大户型 品质好房 金融街武清金悦府 无中介费随时看,3室,2厅,2卫,120,㎡,南,,,金融街武清金悦府,武清,杨村街,泉京路与泉尚路交汇处,"大户型,低容积,",138,万,11500,元/㎡
   远洋香奈全阳精装两居 位置好近城际 随时看房,2室,2厅,1卫,85.22,㎡,南北,低层(共26层),2015年建造,远洋香奈,武清,杨村街,"翠通路,近强国道","南北,满二年,",140,万,16429,元/㎡
房龄新 正南朝向 满五   大两居 商圈成熟 有电梯,2室,2厅,1卫,80.64,㎡,南,低层(共30层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",115,万,14261,元/㎡
满五 南北通透 带电梯 低容积 商业配套齐全 中间楼层,1室,2厅,1卫,87.33,㎡,南北,中层(共23层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南北,满五年,",140,万,16032,元/㎡
客餐厅相连 大户型 花园洋房 翡翠半岛 欢迎联系看房,3室,2厅,2卫,138,㎡,南北,,,翡翠半岛,武清,杨村街,翠亨路与京津二线交汇处,"大户型,配套纯熟,低容积,",133,万,9638,元/㎡
"正荣润璟湾,2室2厅1卫,主卧朝南,两房朝南",2室,2厅,1卫,82.25,㎡,南,低层(共25层),2016年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南,绿化率高,",123,万,14955,元/㎡
 后一套   枫丹天城中间楼层精装三居室 步行光明中小,3室,2厅,1卫,96,㎡,南,中层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",155,万,16146,元/㎡
交通便捷 商圈成熟 得房好 医疗配套成熟 近地铁 满五,2室,1厅,1卫,76.12,㎡,南北,中层(共6层),1998年建造,福桥里(东区),河北,建昌道街,桥园路,"南北,近地铁,价格优惠,随时可看,",125,万,16422,元/㎡
盛世郦园 商圈成熟 精装修 高楼层视野无遮挡 近医院,3室,2厅,1卫,107.97,㎡,南,高层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",163,万,15097,元/㎡
香锦园(新房),2室,2厅,1卫,90,㎡,南,,,香锦园(新房),西青,张家窝,知景道309号,"卧室全朝南,南北通透,高绿化率,",118,万,13112,元/㎡
中建壹方九里锦澜华庭 三居两卫 南北通透  采光充足 带电梯,3室,2厅,2卫,96,㎡,南,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南,满二年,车位充足,",153,万,15938,元/㎡
精装通透3室 中间楼层 位置安静 价格靠谱 随时看房,3室,2厅,1卫,91.53,㎡,南,中层(共33层),2011年建造,保利上河雅颂(南区),武清,杨村街,"泉发路,近振华西道","南,满二年,车位充足,",148,万,16170,元/㎡
保利 河雅颂(北区)|振华西道2室2厅1卫95.81平方米,2室,2厅,1卫,95.81,㎡,南,高层(共32层),2013年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,房东直卖,满五年,",145,万,15135,元/㎡
南北通透 客餐厅相连 大户型 英才计划 四季春晓 欢迎联系看房,2室,2厅,1卫,78,㎡,南北,,,四季春晓,津南,海河教育园区,嘉明路与雅馨路交口,"南北通透,厨卫全明,客餐厅相连,轨交房,",148.2,万,19000,元/㎡
中建壹方九里锦澜华庭 带电梯 南北通透 双卫格局 小三房,3室,2厅,2卫,93.36,㎡,南北,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南北,满二年,车位充足,户型方正,",140,万,14996,元/㎡
熙景园，非顶楼通透两室，可改三室房型，房主诚售价格可议，可看,2室,2厅,1卫,97.29,㎡,南北,高层(共6层),2009年建造,津品鉴筑熙景园,北辰,瑞景街,龙岩道220号,"南北,近地铁,房东急售,随时可看,",148,万,15213,元/㎡
新城玺樾熙棠|光明道3室2厅1卫91.38平方米,3室,2厅,1卫,91.38,㎡,南,低层(共9层),2020年建造,新城玺樾熙棠,武清,杨村街,"光明道,近庆龄大路","南,房东直卖,有电梯,车位充足,",166,万,18166,元/㎡
雍馨花园 精装修 中间楼层采光好 商业配套齐全 近医院 朝南,3室,2厅,1卫,128,㎡,南,共5层,2007年建造,雍馨花园,武清,杨村街,振华路,"南,满五年,",158,万,12344,元/㎡
南北通透 双卫生间 大户型 低总价 亚泰雍阳府 无中介费随时看,3室,2厅,2卫,109,㎡,南北,,,亚泰雍阳府(新房),武清,杨村街,建设路以东，泉泽路以西（观澜花苑二期对面）,"南北通透,厨卫全明,主卧套房,低容积,",152.6,万,14000,元/㎡
华亭国际洋房 低楼层 公摊少 南北通透全明装修好,2室,2厅,1卫,87.27,㎡,南北,低层(共6层),2007年建造,华亭国际,西青,中北,"中北大道,近星光路","南北,",140,万,16043,元/㎡
保利海棠湾 近医院 南向采光好 精装修 大两房 满五,2室,2厅,1卫,95,㎡,南,低层(共24层),2012年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南,满五年,",145,万,15264,元/㎡
盛世馨园南北通透 大两居 两梯三户急售光明片,2室,2厅,1卫,98,㎡,南北,低层(共16层),2015年建造,盛世馨园,武清,杨村街,雍阳西道,"南北,有电梯,",119,万,12143,元/㎡
高绿化率 客餐厅相连 低单价 来电价格可议,3室,2厅,1卫,99,㎡,南,,,农垦•含章宝邸,宝坻,钰华街,宁海路与精天道交口（务本道小学东侧）,"南北通透,厨卫全明,户型方正,低容积,",108.9,万,11000,元/㎡
保利 河雅颂(北区) 带电梯 满五 中间楼层 大两房,2室,2厅,1卫,95,㎡,南,中层(共32层),2012年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,满五年,",140,万,14737,元/㎡
新城玺樾熙棠 停车方便 南北通透 刚需小三居 次新小区,3室,2厅,1卫,93.22,㎡,南北,高层(共9层),2021年建造,新城玺樾熙棠,武清,杨村街,"光明道,近庆龄大路","南北,满二年,车位充足,",160,万,17164,元/㎡
香雍玖和 高楼层视野好 有电梯 低密宜居 南北通透 小三居,3室,2厅,2卫,107,㎡,南北,高层(共7层),2019年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南北,满二年,绿化率高,户型方正,",165,万,15421,元/㎡
轨交房 低容积 大户型 考虑可私聊,3室,2厅,1卫,89,㎡,南北,,,天保意境芳华,东丽,华明镇,东八道与兴宇路交口,"轨交房,低容积,",156,万,17529,元/㎡
路劲太 阳城皓林园 边户三室 带家政间 诚意出售 紧邻地铁,3室,2厅,2卫,118.91,㎡,南北,中层(共30层),2017年建造,路劲太阳城皓林园,河东,鲁山道,"凤山道,近贺兰路","南北,满五年,近地铁,绿化率高,",280,万,23548,元/㎡
所见即所得三室两卫地采暖 家具家电全带 紧邻各大商厦随时看房,3室,2厅,2卫,120.94,㎡,南,高层(共32层),2013年建造,惠安花园,津南,咸水沽,津沽路17号,"南,满二年,人气热搜,",103,万,8517,元/㎡
钥匙房 金地悦城大境 通透3室 送地库车位 电梯直达地库,3室,2厅,2卫,120,㎡,南北,低层(共11层),2021年建造,金地悦城大境,东丽,空港经济区,"航海道,近东七道","南北,满二年,车位充足,",255,万,21250,元/㎡
津南八里台 双卫生间 高楼层视野无遮挡 楼龄新 带电梯,3室,2厅,2卫,115,㎡,南北,高层(共32层),2017年建造,大唐盛世观雅庭院,津南,津南八里台,天嘉湖大道,"南北,满二年,户型方正,",62,万,5392,元/㎡
房主低价急售 便宜 精装修 好楼层 随时可以看房 带车位,3室,2厅,2卫,109,㎡,南北,高层(共30层),2020年建造,中海公园城悦湖苑,津南,津南八里台,天嘉湖大道,"南北,满二年,次新房,多人关注,",66,万,6056,元/㎡
盛兴佳园 楼龄新 有电梯 满二 朝南精武,1室,1厅,1卫,65.31,㎡,南,低层(共25层),2018年建造,盛兴佳园,西青,精武,富兴路,"南,满二年,",64,万,9800,元/㎡
南站500米，2手房下叠送挑空，地下室挑高6.5米能搭建2层,4室,2厅,3卫,139,㎡,南,共3层,2021年建造,津门正荣府,西青,张家窝,瑞雪路,"南,近地铁,绿化率高,",330,万,23742,元/㎡
伍仟代办 天华里好位置齐开门双阳 中间楼层 全天采光诚心出售,2室,1厅,1卫,78.04,㎡,南北,中层(共6层),1997年建造,天华里(南开),南开,华苑,"华苑路,近锦环道","南北,满五年,近地铁,",276,万,35367,元/㎡
融创半湾半岛 电梯房 临地铁 交通便利 正规商品房,3室,2厅,1卫,111.15,㎡,南北,高层(共25层),2015年建造,融创半湾半岛,北辰,双街镇,双进道,"南北,满五年,多人关注,",105,万,9447,元/㎡
广田里  东西向 私产 53.13平米,2室,1厅,1卫,53.13,㎡,东西,高层(共7层),1990年建造,广田里,河西,大营门,浦口道60号,"东西,满五年,近地铁,",203,万,38209,元/㎡
晨晖里 满二   商业配套成熟 得房率高 高楼层视野无遮挡,2室,1厅,1卫,62.18,㎡,南,高层(共6层),1994年建造,晨晖里,大港,迎宾街,迎宾街49号,"南,满二年,",57,万,9167,元/㎡
华幸小区(中区) 精装两室 南北通透 集中供暖 楼层好,2室,1厅,1卫,72.82,㎡,南北,共4层,1996年建造,华幸小区(中区),大港,港西,港西大道,"南北,满二年,",21,万,2884,元/㎡
福津园好楼层一室一厅位置好，价格可议随时看房,1室,1厅,1卫,71,㎡,南,中层(共18层),2008年建造,新城福津园,大港,古林街,海景十一路,"南,唯一住房,绿化率高,",70,万,9860,元/㎡
三片次新房 两室朝南带电梯 满五年 价格可议 看房方便,2室,1厅,1卫,71.58,㎡,南,高层(共34层),2017年建造,东亚御景嘉园,河东,春华街,新开路,"南,满五年,近地铁,车位充足,",215,万,30037,元/㎡
公产7天下本，   集体，双地铁，      随时看房,1室,1厅,1卫,18,㎡,北,共5层,1990年建造,益寿东里,河东,常州道,"常州道,近江宁路","北,满五年,近地铁,",29,万,16112,元/㎡
东丽湖万科城月映苑   满二  装修好 位置好 保持好,4室,2厅,3卫,185.17,㎡,南北,共1层,2005年建造,东丽湖万科城月映苑,东丽,东丽湖,东丽大道,"南北,满二年,人气热搜,",258,万,13934,元/㎡
中间好楼层 66万 南北通透  大一室  随时看房 有钥匙,1室,1厅,1卫,65,㎡,南北,中层(共6层),2003年建造,悦春里,红桥,双环邨街,佳宁道,"南北,近地铁,",66,万,10154,元/㎡
川水园 满五   近地铁 双卫格局 商业配套齐全 楼龄新,3室,2厅,2卫,165.76,㎡,南北,低层(共11层),2014年建造,川水园,河西,梅江南,"绥江道,近九连山路","南北,满五年,近地铁,",713,万,43014,元/㎡
